year,no,key,link,item,item2
111,43,B,,"關於顏面表淺肌肉腱模系統(SMAS，superficial musculoaponeurotic system)，下列敘述何者正確？
①與前額肌(frontalis)、咀嚼肌(masseter)與頸闊肌(plastysma)相綿延為同一層結構。
②越靠近臉外側，SMAS的筋膜部分越厚越形成片狀；越靠近臉鼻側，越分散越薄，與面部表情肌（如顴大肌）相混合。
③顏面神經與顏面動靜脈層多位於SMAS淺面。
④是形成顏面表情構造之一。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding the superficial musculoaponeurotic system (SMAS), which of the following statements is correct?
①It extends into the same layer of structure as the frontalis, masseter and platysma muscles.
② The fascia part of SMAS becomes thicker and forms a sheet as it approaches the outside of the face; it becomes dispersed and thinner as it approaches the nose of the face, and is mixed with facial expression muscles (such as zygomaticus major).
③The facial nerve and facial arteriovenous layer are mostly located superficially to the SMAS.
④It is one of the structures that form facial expressions.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
111,44,A,,"關於雷射光與組織交互作用(laser – tissue interaction)，下列敘述何者正確？
①雷射光與組織交互作用主要有反射(reflection)、穿透(transmission)、散射(scattering)與吸收(absorption)。
②我們戴雷射防護眼鏡，即是保護操作者被雷射光照射皮膚後散射所傷。
③雷射進入組織後的吸收效應，將造成組織溫度上升。
④雷射的穿透效應，指的是雷射光射入組織後的焦點發生改變，射入組織後光徑發生分散或轉向，增加治療標的鄰近組織受到熱傷害的機會。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding laser – tissue interaction, which of the following statements is correct?
①The interaction between laser light and tissue mainly includes reflection, penetration, scattering and absorption.
② We wear laser protective glasses to protect the operator from injuries caused by laser light irradiating the skin and scattering.
③The absorption effect after the laser enters the tissue will cause the tissue temperature to rise.
④The penetration effect of laser means that the focus of the laser light changes after it enters the tissue, and the light path disperses or turns after it enters the tissue, which increases the chance of thermal damage to adjacent tissues of the treatment target.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
111,45,B,,"關於vasculitis，下列敘述何者正確？
①Type I cryoglobulinemia和multiple myeloma相關，常引發leukocytoclastic vasculitis。
②Erythema elevatum diutinum是一種chronic leukocytoclastic vasculitis，dapsone為第一線治療。
③Acute hemorrhagic edema of infancy也是一種IgA vasculitis，通常需給予systemic steroids治療。
④Urticarial vasculitis 合併monoclonal IgMk M component又稱為Schnitzler syndrome。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding vasculitis, which of the following statements is correct?
①Type I cryoglobulinemia is related to multiple myeloma and often causes leukocytoclastic vasculitis.
②Erythema elevatum diutinum is a chronic leukocytoclastic vasculitis, and dapsone is the first-line treatment.
③Acute hemorrhagic edema of infancy is also a type of IgA vasculitis, which usually requires systemic steroids for treatment.
④Urticarial vasculitis combined with monoclonal IgMk M component is also called Schnitzler syndrome.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
111,46,D,,"關於抗組織胺，下列敘述何者錯誤？
①比起第一代H1抗組織胺，第二代H1抗組織胺較不會和其他藥物有交互作用。
②由於藥物會分泌到乳汁，建議哺乳婦女使用第二代抗組織胺。
③沒有證據顯示第一代H1抗組織胺或第二代H1抗組織胺會有tolerance或tachyphylaxis。
④Fexofenadine在腎功能異常者不需調整劑量。
A. ①　　B. ②　　C. ③　　D. ④","Regarding antihistamines, which of the following statements is incorrect?
①Compared with the first generation H1 antihistamines, the second generation H1 antihistamines are less likely to interact with other drugs.
②Since the drug will be secreted into breast milk, it is recommended that breastfeeding women use second-generation antihistamines.
③There is no evidence that first-generation H1 antihistamines or second-generation H1 antihistamines have tolerance or tachyphylaxis.
④Fexofenadine does not require dose adjustment in patients with abnormal renal function.
A. ① B. ② C. ③ D. ④"
111,47,C,,"關於filaggrin，下列敘述何者錯誤？
① Filaggrin是stratum corneum中主要的蛋白質。
② Profilaggrin在stratum granulosum表現，並在細胞內聚集形成 keratohyalin granules
③在stratum granulosum中，filaggrin被蛋白質酶分解為自由氨基酸與衍生物，形成natural moisturizing factors。
④絲聚蛋白(filaggrin)基因的缺陷是尋常性魚鱗癬及異位性皮膚炎的發病原因之一。
A. ①　　B. ②　　C. ③　　D. ④","Regarding filaggrin, which of the following statements is incorrect?
① Filaggrin is the main protein in stratum corneum.
② Profilaggrin is expressed in stratum granulosum and aggregates in cells to form keratohyalin granules
③In stratum granulosum, filaggrin is decomposed into free amino acids and derivatives by protein enzymes, forming natural moisturizing factors.
④ Defects in the filaggrin gene are one of the causes of ichthyosis vulgaris and atopic dermatitis.
A. ① B. ② C. ③ D. ④"
111,48,B,,"關於皮肌炎，下列敘述何者錯誤？
①皮肌炎是一種全身性自體免疫疾病呈雙峰分佈影響兒童和成人。
②皮肌炎相關的肌炎特異性自體抗體(myositis-specific autoantibodies)，其中TIF1-γ抗體陽性的患者治療反應較好，預後較佳。
③Anti-MDA5抗體陽性的患者併皮膚潰瘍，較容易出現間質性肺病(interstitial lung disease)，是死亡或嚴重後遺症的原因之一。
④在成人中大約10%到20%皮肌炎可能與惡性腫瘤共存。
A. ①　　B. ②　　C. ③　　D. ④","Regarding dermatomyositis, which of the following statements is incorrect?
① Dermatomyositis is a systemic autoimmune disease with a bimodal distribution affecting children and adults.
② Dermatomyositis-related myositis-specific autoantibodies, among which patients with positive TIF1-γ antibodies have a better response to treatment and a better prognosis.
③ Anti-MDA5 antibody-positive patients with skin ulcers are more likely to develop interstitial lung disease, which is one of the causes of death or serious sequelae.
④In approximately 10% to 20% of adults, dermatomyositis may coexist with malignant tumors.
A. ① B. ② C. ③ D. ④"
111,49,B,,"關於天疱瘡(pemphigus)，下列敘述何者錯誤？
①用免疫螢光和免疫化學的方式一般難以區分藥物引起或是偶發性的天疱瘡。
②尋常性天疱瘡患者使用rituximab治療時，必需先篩檢病毒性肝炎，若要接受新冠肺炎疫苗注射時不需停藥。
③腫瘤伴生性天疱瘡(paraneoplastic pemphigus)是惡性腫瘤的罕見併發症。患有良性或包被性腫瘤如Castleman腫瘤或胸腺瘤的病人，腫瘤完全切除後有可能緩解。
④疼痛性口腔炎和多形性皮疹是腫瘤伴生性天疱瘡的典型特徵(defining features)。
A. ①　　B. ②　　C. ③　　D. ④","Regarding pemphigus, which of the following statements is incorrect?
① It is generally difficult to distinguish drug-induced or sporadic pemphigus using immunofluorescence and immunochemistry methods.
② When patients with pemphigus vulgaris are treated with rituximab, they must first be screened for viral hepatitis. If they want to receive the COVID-19 vaccine, they do not need to stop taking the drug.
③ Tumor-associated pemphigus (paraneoplastic pemphigus) is a rare complication of malignant tumors. Patients with benign or encapsulated tumors such as Castleman tumor or thymoma may be relieved after complete tumor resection.
④ Painful stomatitis and polymorphic rash are the defining features of tumor-associated pemphigus.
A. ① B. ② C. ③ D. ④"
111,50,B,,"關於組織免疫染色Immunohistochemical stain，以下染色陽性者，需要考慮的相關疾病，下列敘述何者錯誤？
① CK20: Merkel cell carcinoma
② p63: Extramammary Paget’s disease
③ GLUT1: infantile hemangioma
④ CD34: Dermatofibrosarcoma protuberans
A. ①　　B. ②　　C. ③　　D. ④","Regarding tissue immunostaining, if the following staining is positive, there are related diseases that need to be considered. Which of the following statements is wrong?
① CK20: Merkel cell carcinoma
② p63: Extramammary Paget’s disease
③ GLUT1: infantile hemangioma
④ CD34: Dermatofibrosarcoma protuberans
A. ① B. ② C. ③ D. ④"
112,1,C,,"下列敘述何者錯誤？
①兒童及嬰幼兒出現全身性的紅疹伴隨trichorrhexis invaginata，則有可能是Netherton syndrome。
②Wooly hair syndrome的病人可能會出現cardiomyopathy和palmoplantar keratoderma。這些病人主要由desmosomal proteins的突變所造成。
③和discoid lupus erythematosus相比，lichen planopilaris的病灶通常較大且形狀較規則。
④部分的tinea capitis可能會造成永久的毛髮喪失，屬於一種secondary cicatricial alopecia。
A. ①　　B. ②　　C. ③　　D. ④","Which of the following statements is wrong?
① If children and infants develop generalized rash accompanied by trichorrhexis invaginata, it may be Netherton syndrome.
②Patients with Wooly hair syndrome may develop cardiomyopathy and palmoplantar keratoderma. These patients are mainly caused by mutations in desmosomal proteins.
③Compared with discoid lupus erythematosus, the lesions of lichen planopilaris are usually larger and more regular in shape.
④Some tinea capitis may cause permanent hair loss and is a type of secondary cicatricial alopecia.
A. ① B. ② C. ③ D. ④"
112,2,D,,"關於congenital syphilis，下列敘述何者錯誤？
①30%-40%胎死腹中。
②存活者中三分之二於出生時無症狀。
③若母親為primary syphilis，則傳染給胎兒的機會遠高於late latent syphilis。
④可能的症狀包括 chancre, secondary syphilis-like rash 或neurosyphilis。
A. ①　　B. ②　　C. ③　　D. ④","Regarding congenital syphilis, which of the following statements is incorrect?
①30%-40% of fetuses are stillborn.
②Two-thirds of survivors are asymptomatic at birth.
③If the mother is primary syphilis, the chance of infecting the fetus is much higher than that of late latent syphilis.
④Possible symptoms include chancre, secondary syphilis-like rash or neurosyphilis.
A. ① B. ② C. ③ D. ④"
112,3,B,,"許多sexually transmitted diseases 皆可出現陰部潰瘍(genital ulcer)及局部淋巴結(lymph node, LN)腫大，二者是否有疼痛感可為鑑別診斷之參考，下列敘述何者錯誤？
① Primary syphilis: painless ulcer (chancre), painless LN。
② Lymphogranuloma venereum: painful ulcer, painful LN。
③ Chancroid: painful ulcer, painful LN。
④ Granuloma inguinale: painless ulcer, rarely involve LN。
A. ①　　B. ②　　C. ③　　D. ④","Many sexually transmitted diseases can cause genital ulcers and local lymph node (LN) swelling. Whether there is pain in both can be used as a reference for differential diagnosis. Which of the following statements is wrong?
① Primary syphilis: painless ulcer (chancre), painless LN.
② Lymphogranuloma venereum: painful ulcer, painful LN.
③ Chancroid: painful ulcer, painful LN.
④ Granuloma inguinale: painless ulcer, rarely involving LN.
A. ① B. ② C. ③ D. ④"
112,4,E,,"一年輕男性於海邊衝浪時不慎被海膽(sea urchin)刺傷，下列敘述何者正確？
①若擔心海膽的spines傷及關節或骨頭，可接受X-ray檢查，因海膽之spines由calcium carbonate所組成。
② Spines刺入處可能因未拔除的刺或釋出的色素而出現black or purple discoloration，大多在48-72小時內消失。
③可因delayed-type hypersensitivity而在數天後造成紅疹及劇烈搔癢。
④為了緩解急性刺傷的疼痛反應，建議將患部浸泡在攝氏43-46度的水中。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","A young man was accidentally stabbed by a sea urchin while surfing at the beach. Which of the following statements is correct?
① If you are worried that the spines of sea urchins may damage joints or bones, you can undergo X-ray examination because the spines of sea urchins are composed of calcium carbonate.
② Black or purple discoloration may appear at the spine piercing site due to unremoved spines or released pigments, which usually disappears within 48-72 hours.
③ May cause red rash and severe itching after a few days due to delayed-type hypersensitivity.
④In order to relieve the pain response of acute stab wounds, it is recommended to soak the affected area in water at 43-46 degrees Celsius.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
